causa,nivel,frecuencia,nivel_probabilidad,origen
GANGLIOSIDOSIS GM2,3,264.0,0.8,claude
LINFOMA HISTIOCÍTICO VERDADERO,3,264.0,0.95,claude
"ABSCESO CUTÁNEO, FURÚNCULO Y ÁNTRAX DEL TRONCO",1,263.0,0.8,claude
TRASTORNOS DE LA ARTICULACIÓN TEMPOROMAXILAR,1,263.0,0.8,claude
"HEMORRAGIA Y HEMATOMA QUE COMPLICAN UN PROCEDIMIENTO, NO CLASIFICADOS EN OTRA PARTE",2,263.0,0.8,claude
OTRAS ENTERITIS VIRALES,1,263.0,1.0,manual
"DEFICIENCIA VISUAL MODERADA, BINOCULAR",1,263.0,0.8,claude
"VAGINITIS, VULVITIS Y VULVOVAGINITIS EN ENFERMEDADES INFECCIOSAS Y PARASITARIAS CLASIFICADAS EN OTRA PARTE",1,263.0,0.8,claude
"TRASTORNO ENDOCRINO, NO ESPECIFICADO",1,262.0,0.8,claude
"INFECCIÓN POR HAEMOPHILUS INFLUENZAE, SITIO NO ESPECIFICADO",1,262.0,0.8,claude
INFERTILIDAD FEMENINA ASOCIADA CON FALTA DE OVULACIÓN,1,262.0,0.8,claude
CARCINOMA IN SITU DE LA PIEL DEL LABIO,3,262.0,0.8,claude
"TRASTORNO DEL ALMACENAMIENTO DE LÍPIDOS, NO ESPECIFICADO",1,262.0,0.8,claude
HIPERTENSIÓN INTRACRANEAL BENIGNA,2,261.0,0.8,claude
CHOQUE ANAFILÁCTICO DEBIDO A REACCIÓN ADVERSA A ALIMENTOS,2,261.0,0.8,claude
CUERPO EXTRAÑO EN EL ESTÓMAGO,2,260.0,0.8,claude
TRAUMATISMO SUPERFICIAL DE LA PIERNA,1,260.0,0.95,claude
"ENFERMEDAD DESMIELINIZANTE DEL SISTEMA NERVIOSO CENTRAL, NO ESPECIFICADA",3,260.0,1.0,manual
ABSCESO RECTAL,2,258.0,1.0,manual
PLACENTA PREVIA CON HEMORRAGIA,3,258.0,1.0,manual
PARAMETRITIS Y CELULITIS PÉLVICA AGUDA,2,258.0,0.8,claude
HERIDA DE DEDO(S) DEL PIE SIN DAÑO(S) DE LA(S) UÑA(S),1,258.0,0.8,claude
"TUMOR MALIGNO DEL ESÓFAGO, PARTE NO ESPECIFICADA",3,258.0,0.95,claude
OTRAS ENFERMEDADES DE LAS CUERDAS VOCALES,1,257.0,0.8,claude
HEPATITIS AUTOINMUNE,2,257.0,0.8,claude
"OTRAS MALFORMACIONES CONGÉNITAS DEL CORAZÓN, ESPECIFICADAS",2,256.0,0.8,claude
HIPERHIDROSIS LOCALIZADA,1,256.0,1.0,manual
BOCIO MULTINODULAR (ENDÉMICO) RELACIONADO CON DEFICIENCIA DE YODO,1,256.0,0.8,claude
FIBROSIS QUÍSTICA CON MANIFESTACIONES PULMONARES,3,256.0,0.8,claude
MELANOMA MALIGNO DE LA PIEL,3,256.0,0.95,claude
ECTASIA DE CONDUCTO MAMARIO,1,256.0,0.8,claude
"OTRO ABORTO INCOMPLETO, SIN COMPLICACIÓN",2,256.0,0.8,claude
OTRAS LESIONES DEL NERVIO MEDIANO,1,255.0,0.8,claude
MIOCARDITIS INFECCIOSA,3,255.0,0.8,claude
"TUMOR MALIGNO DEL ANO, PARTE NO ESPECIFICADA",3,255.0,0.95,claude
"TRAUMATISMO SUPERFICIAL DEL TRONCO, NIVEL NO ESPECIFICADO",1,255.0,0.95,claude
"HIPOSPADIAS, NO ESPECIFICADA",2,254.0,0.8,claude
"ENFERMEDAD DEL INTESTINO, NO ESPECIFICADA",1,254.0,0.8,claude
DISECCIÓN DE AORTA (CUALQUIER PARTE),3,254.0,0.95,claude
HIPOSPADIAS DEL GLANDE,2,254.0,0.8,claude
ATROFIA ADQUIRIDA DEL OVARIO Y DE LA TROMPA DE FALOPIO,1,253.0,0.8,claude
"TIROTOXICOSIS, NO ESPECIFICADA",1,253.0,0.8,claude
OTRAS ENFERMEDADES ESPECIFICADAS CON COMPROMISO SISTÉMICO DEL TEJIDO CONJUNTIVO,2,253.0,0.8,claude
MUERTE FETAL DE CAUSA NO ESPECIFICADA,2,253.0,0.8,claude
OTROS TRASTORNOS DE LA GLÁNDULA LAGRIMAL,1,253.0,0.8,claude
HIPERTENSIÓN GESTACIONAL [INDUCIDA POR EL EMBARAZO],2,253.0,0.8,claude
INESTABILIDAD DE LA COLUMNA VERTEBRAL,2,252.0,0.8,claude
ICTERICIA NEONATAL POR OTRAS CAUSAS ESPECIFICADAS,2,252.0,0.8,claude
BRONQUIOLITIS AGUDA DEBIDA A OTROS MICROORGANISMOS ESPECIFICADOS,1,252.0,0.8,claude
"RIÑÓN POLIQUÍSTICO, AUTOSÓMICO DOMINANTE",3,252.0,1.0,manual
"LUXACION, ESGUINCE Y TORCEDURA DE ARTICULACIONES Y LIGAMENTOS A NIVEL DE LA MUÑECA Y DE LA MANO",1,251.0,0.8,claude
"ASFIXIA DEL NACIMIENTO, SEVERA",3,251.0,0.95,claude
RINITIS ALÉRGICA DEBIDA AL POLEN,1,250.0,0.95,claude
ABORTO ESPONTANEO,2,249.0,0.8,claude
ATRESIA DEL ESÓFAGO CON FÍSTULA TRAQUEOESOFÁGICA,2,249.0,0.95,claude
LINFOMA FOLICULAR GRADO I,3,248.0,0.95,claude
TUMOR MALIGNO DE LA PELVIS RENAL,3,248.0,0.95,claude
"LEUCEMIA LINFOIDE, SIN OTRA ESPECIFICACIÓN",3,248.0,0.95,claude
TUMOR BENIGNO DE LA PRÓSTATA,2,248.0,0.8,claude
TRAUMATISMO DE OTROS TENDONES Y MÚSCULOS A NIVEL DE LA MUÑECA Y DE LA MANO,2,248.0,0.8,claude
SINDROME POSTFLEBITICO,2,248.0,1.0,manual
TUMOR BENIGNO DE LA GLÁNDULA PARATIROIDES,2,248.0,1.0,manual
INESTABILIDAD CRÓNICA DE LA RODILLA,2,247.0,0.8,claude
"CARCINOMA IN SITU, SITIO NO ESPECIFICADO",3,247.0,0.8,claude
SEUDOPOLIPOSIS DEL COLON,2,247.0,0.8,claude
TUMOR BENIGNO DEL ESTÓMAGO,2,247.0,0.8,claude
VÉRTIGO DE ORIGEN CENTRAL,1,246.0,0.8,claude
TIROTOXICOSIS CON BOCIO MULTINODULAR TÓXICO,2,246.0,0.8,claude
OTROS TRASTORNOS DE LA ENCIA Y DE LA ZONA EDENTULA,1,246.0,0.8,claude
"PARTO ÚNICO ESPONTÁNEO, OTRAS PRESENTACIONES",2,245.0,0.95,claude
"PARTO MÚLTIPLE, TODOS POR CESÁREA",2,245.0,0.95,claude
"LECTURA ELEVADA DE LA PRESIÓN SANGUÍNEA, SIN DIAGNÓSTICO DE HIPERTENSIÓN",1,245.0,0.95,claude
"TUMOR MALIGNO DEL ENCÉFALO, PARTE NO ESPECIFICADA",3,244.0,0.95,claude
CARCINOMA DE VÍAS BILIARES INTRAHEPÁTICAS,3,244.0,0.95,claude
INSUFICIENCIA RENAL AGUDA,3,244.0,0.95,claude
"ADENOMEGALIA, NO ESPECIFICADA",1,243.0,0.8,claude
"TUMOR MALIGNO DE LA CABEZA, CARA Y CUELLO",3,243.0,0.95,claude
DEFECTO DE LA FUNCIÓN DEL ANTÍGENO-1 DEL LINFOCITO [LFA-1],3,243.0,0.8,claude
"ENFERMEDAD INFLAMATORIA DE LA PRÓSTATA, NO ESPECIFICADA",1,242.0,0.8,claude
PUBERTAD RETARDADA,1,242.0,1.0,manual
QUISTE DEL PÁNCREAS,2,242.0,0.8,claude
TUMOR BENIGNO DEL TEJIDO CONJUNTIVO Y DE OTROS TEJIDOS BLANDOS DEL TÓRAX,2,242.0,0.8,claude
"ÚLCERA GÁSTRICA, AGUDA SIN HEMORRAGIA NI PERFORACIÓN",1,242.0,0.8,claude
OTROS TRASTORNOS DE LA PROSTATA,1,241.0,0.8,claude
ESGUINCES Y TORCEDURAS DE LA ARTICULACIÓN ACROMIOCLAVICULAR,1,241.0,0.8,claude
INSUFICIENCIA RESPIRATORIA AGUDA,3,241.0,0.95,claude
FRACTURA DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA COLUMNA LUMBAR Y DE LA PELVIS,2,240.0,0.95,claude
"TUMOR MALIGNO DEL TEJIDO CONJUNTIVO Y TEJIDO BLANDO, DE SITIO NO ESPECIFICADO",3,240.0,0.95,claude
GRANULOMA PIÓGENO,1,240.0,0.8,claude
"QUEMADURA DE LA CABEZA Y DEL CUELLO, DE SEGUNDO GRADO",2,240.0,0.8,claude
TESTICULO NO DESCENDIDO,2,240.0,0.8,claude
"ENFERMEDAD DEL HÍGADO, NO ESPECIFICADA",2,240.0,0.8,claude
TETRALOGÍA DE FALLOT,3,239.0,0.95,claude
OTRAS MALFORMACIONES DE LOS VASOS CEREBRALES,3,239.0,0.8,claude
"MORDEDURA O ATAQUE DE OTROS MAMÍFEROS, VIVIENDA",1,238.0,0.8,claude
OTRAS HEMORRAGIAS POSTPARTO INMEDIATAS,2,238.0,0.8,claude
FIEBRE REUMÁTICA SIN MENCIÓN DE COMPLICACIÓN CARDÍACA,1,238.0,0.8,claude
"DIABETES MELLITUS NO ESPECIFICADA, SIN MENCIÓN DE COMPLICACIÓN",1,238.0,0.8,claude
OTROS TRAUMATISMOS DE REGIÓN NO ESPECIFICADA DEL CUERPO,1,237.0,0.8,claude
DIABETES MELLITUS NO INSULINODEPENDIENTE,1,237.0,0.8,claude
CUERPO EXTRAÑO EN LA BOCA,1,236.0,0.8,claude
TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LA MÉDULA ESPINAL,3,235.0,0.8,claude
FRACTURA DE LA EPÍFISIS INFERIOR DEL FÉMUR,2,235.0,0.95,claude
"HERIDA DEL ANTEBRAZO, PARTE NO ESPECIFICADA",2,235.0,0.8,claude
"LUXACION, ESGUINCE Y TORCEDURA DE ARTICULACIONES Y LIGAMENTOS DEL CODO",1,235.0,0.8,claude
"TRASTORNO DEL SISTEMA NERVIOSO AUTÓNOMO, NO ESPECIFICADO",1,235.0,0.8,claude
ACROMEGALIA Y GIGANTISMO HIPOFISARIO,2,235.0,0.8,claude
"HEPATITIS CRÓNICA, NO ESPECIFICADA",2,235.0,1.0,manual
OTROS TRASTORNOS ESPECIFICADOS DE LOS TEJIDOS BLANDOS,1,234.0,0.8,claude
INFARTO CEREBRAL DEBIDO A OCLUSIÓN O ESTENOSIS NO ESPECIFICADA DE ARTERIAS CEREBRALES,3,233.0,0.95,claude
VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,2,233.0,0.8,claude
CATARATA DIABÉTICA,2,233.0,0.8,claude
"BRIONQUIOLITIS AGUDA, NO ESPECIFICADA",1,233.0,0.8,claude
"TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL ENCÉFALO, INFRATENTORIAL",3,232.0,0.8,claude
ORQUITIS Y EPIDIDIMITIS,1,232.0,0.8,claude
INSUFICIENCIA (DE LA VÁLVULA) AÓRTICA,2,232.0,0.8,claude
TUMOR BENIGNO DEL TEJIDO CONJUNTIVO Y OTROS TEJIDOS BLANDOS DEL ABDOMEN,2,232.0,0.8,claude
HERIDA DEL OÍDO,1,231.0,0.8,claude
"TUMOR MALIGNO DE LA NASOFARINGE, PARTE NO ESPECIFICADA",3,231.0,0.95,claude
OTROS TRASTORNOS ESPECIFICADOS DE LA VEJIGA,2,231.0,1.0,manual
"TRASTORNO DE LA PRÓSTATA, NO ESPECIFICADO",1,230.0,0.8,claude
SINUSITIS CRONICA,1,230.0,0.95,claude
TUMOR MALIGNO DEL ESTOMAGO,3,230.0,0.95,claude
TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE OTROS ÓRGANOS GENITALES FEMENINOS,2,230.0,0.8,claude
OTRAS INFECCIONES INTESTINALES ESPECIFICADAS,1,230.0,0.8,claude
TALIPES EQUINOVARUS,2,229.0,0.8,claude
INMATURIDAD EXTREMA,3,229.0,0.95,claude
CHOQUE CARDIOGÉNICO,3,229.0,0.95,claude
TUMOR BENIGNO DEL COLON SIGMOIDE,2,228.0,0.8,claude
OTRAS ESPONDILOSIS CON RADICULOPATÍA,1,228.0,0.8,claude
TRAUMATISMO SUPERIFICIAL DEL HOMBRO Y DEL BRAZO,1,227.0,0.8,claude
EXAMEN DE PESQUISA ESPECIAL PARA OTRAS ENFERMEDADES VIRALES,1,227.0,0.95,claude
FRACTURA DEL SACRO,2,227.0,0.95,claude
ACIDOSIS,2,227.0,0.8,claude
CÁLCULO DE LA PRÓSTATA,2,227.0,0.8,claude
OTROS TRASTORNOS DEL SISTEMA NERVIOSO AUTÓNOMO,1,227.0,0.8,claude
CONTUSIÓN DE OTRAS PARTES DEL ANTEBRAZO Y DE LAS NO ESPECIFICADAS,1,226.0,0.8,claude
TRASTORNOS DEL METABOLISMO DE LAS LIPOPROTEINAS Y OTRAS LIPIDEMIAS,1,226.0,0.8,claude
SINDROME SECO (SJÖRGEN),1,226.0,0.8,claude
"ABSCESO CUTÁNEO, FURÚNCULO Y ÁNTRAX DE SITIO NO ESPECIFICADO",1,226.0,0.8,claude
HIDROCÉFALO COMUNICANTE,3,226.0,0.8,claude
TUMOR BENIGNO DE LOS TESTÍCULOS,2,226.0,1.0,manual
"OTRAS DIABETES MELLITUS ESPECIFICADAS, CON OTRAS COMPLICACIONES ESPECIFICADAS",1,225.0,0.8,claude
"LARINGITIS OBSTRUCTIVA, AGUDA [CRUP]",1,225.0,0.8,claude
TUMOR BENIGNO DE LOS HUESOS DEL CRÁNEO Y DE LA CARA,2,225.0,0.8,claude
"OTOSCLEROSIS, NO ESPECIFICADA",2,225.0,0.8,claude
HERIDA DEL CODO,1,225.0,0.8,claude
OTRAS INFECCIONES VIRALES DE SITIO NO ESPECIFICADO,1,225.0,0.8,claude
"TUMOR MALIGNO DEL TEJIDO CONJUNTIVO Y TEJIDO BLANDO DEL MIEMBRO INFERIOR, INCLUIDA LA CADERA",3,224.0,0.95,claude
"SÍNDROME NEFRÍTICO RÁPIDAMENTE PROGRESIVO, ANOMALÍA GLOMERULAR MÍNIMA",3,224.0,0.8,claude
EPILEPSIA Y SÍNDROMES EPILÉPTICOS SINTOMÁTICOS RELACIONADOS CON LOCALIZACIONES (FOCALES)(PARCIALES) Y CON ATAQUES PARCIALES COMPLEJOS,2,224.0,0.8,claude
"OTRA OTITIS MEDIA AGUDA, NO SUPURATIVA",1,224.0,0.8,claude
SINUSITIS ETMOIDAL AGUDA,1,224.0,0.95,claude
ARTROPATÍA TRAUMÁTICA,2,224.0,0.8,claude
OTROS TRASTORNOS ESPECIFICADOS DE LA COROIDES,1,224.0,0.8,claude
MAMA SUPERNUMERARIA,1,224.0,0.6,claude
INFARTO CEREBRAL DEBIDO A EMBOLIA DE ARTERIAS CEREBRALES,3,224.0,0.95,claude
CATARATA CONGÉNITA,2,224.0,0.8,claude
OTROS TRASTORNOS ESPECIFICADOS DE LA CÓRNEA,1,223.0,0.8,claude
ESGUINCES Y TORCEDURAS DE ARTICULACIONES Y LIGAMENTOS DE OTROS SITIOS ESPECIFICADOS Y DE LOS NO ESPECIFICADOS DEL CUELLO,1,223.0,0.8,claude
MICROCEFALIA,2,223.0,0.8,claude
ACNE,1,223.0,0.95,claude
TRASTORNOS DEL DESARROLLO Y DE LA ERUPCION DE LOS DIENTES,1,223.0,0.95,claude
"LUXACIÓN, ESGUINCE Y TORCEDURA DE REGIÓN NO ESPECIFICADA DEL CUERPO",1,223.0,0.8,claude
"OTROS QUISTES DE LA REGIÓN BUCAL, NO CLASIFICADOS EN OTRA PARTE",1,222.0,1.0,manual
OTROS TRASTORNOS DEL PULMÓN,2,222.0,1.0,manual
"OTRAS ENFERMEDADES INFLAMATORIAS DEL HÍGADO, ESPECIFICADAS",2,222.0,1.0,manual
TUMOR BENIGNO DE OTROS SITIOS ESPECIFICADOS,2,222.0,0.6,claude
"TUMOR MALIGNO DEL LÓBULO INFERIOR, BRONQUIO O PULMÓN",3,222.0,0.95,claude
OTROS TRASTORNOS GENERALIZADOS DEL DESARROLLO,1,222.0,1.0,manual
"CONDUCTOR DE MOTOCICLETA LESIONADO POR COLISIÓN CON OTROS VEHÍCULOS DE MOTOR, Y CON LOS NO ESPECIFICADOS EN ACCIDENTE NO DE TRÁNSITO",2,222.0,0.8,claude
OTROS CARCINOMAS ESPECIFICADOS DEL HÍGADO,3,221.0,0.95,claude
HEMORRAGIA DEL ANO Y DEL RECTO,1,221.0,0.8,claude
FRACTURA DE OTRAS VÉRTEBRAS CERVICALES ESPECIFICADAS,2,221.0,0.95,claude
ESTENOSIS PILÓRICA HIPERTRÓFICA DEL ADULTO,2,221.0,0.8,claude
OTRAS ENFERMEDADES ESPECIFICADAS DEL PÁNCREAS,2,221.0,0.8,claude
"TRASTORNO DEL SISTEMA URINARIO, NO ESPECIFICADO",1,221.0,0.6,claude
TRASTORNOS INFLAMATORIOS DEL ESCROTO,1,220.0,0.8,claude
OTRAS FORMAS DE LUPUS ERITEMATOSO SISTÉMICO,2,220.0,0.8,claude
"TUMOR MALIGNO DEL SISTEMA NERVIOSO CENTRAL, SIN OTRA ESPECIFICACIÓN",3,220.0,0.95,claude
"OTRA REACCIÓN ADVERSA A ALIMENTOS, NO CLASIFICADA EN OTRA PARTE",1,220.0,0.8,claude
ESTADO MIGRAÑOSO,1,219.0,0.8,claude
MONONUCLEOSIS DEBIDA A HERPES VIRUS GAMMA,1,219.0,0.8,claude
TRAUMATISMOS SUPERFICIALES MÚLTIPLES DEL HOMBRO Y DEL BRAZO,1,219.0,0.8,claude
"ARTRITIS PIÓGENA, NO ESPECIFICADA",2,219.0,0.8,claude
RUPTURA ESPONTÁNEA DE TENDONES FLEXORES,2,219.0,0.8,claude
"TUMOR MALIGNO DE LOS HUESOS Y DE LOS CARTÍLAGOS ARTICULARES DE LOS MIEMBROS, SIN OTRA ESPECIFICACIÓN",3,219.0,0.95,claude
"LESIONES DEL HOMBRO, NO ESPECIFICADA",1,218.0,0.8,claude
FIBROSIS Y CIRROSIS DEL HIGADO,3,218.0,0.8,claude
TUMOR MALIGNO DE LOS BRONQUIOS Y DEL PULMON,3,218.0,0.95,claude
TUMOR MALIGNO DEL CUELLO DEL UTERO,3,218.0,0.95,claude
"TRASTORNO DE LA DENSIDAD Y DE LA ESTRUCTURA ÓSEAS, NO ESPECIFICADO",1,218.0,0.8,claude
ANGIODISPLASIA DEL COLON,2,217.0,0.8,claude
"RIÑÓN POLIQUÍSTICO, TIPO NO ESPECIFICADO",3,217.0,1.0,manual
"HIPERPARATIROIDISMO, SIN OTRA ESPECIFICACIÓN",2,217.0,1.0,manual
OTROS TRAUMATISMOS MÚLTIPLES DEL PIE Y DEL TOBILLO,1,217.0,0.8,claude
"HIDROCÉFALO, NO ESPECIFICADO",3,216.0,0.8,claude
ENDOCARDITIS INFECCIOSA AGUDA Y SUBAGUDA,3,216.0,0.95,claude
"TRASTORNOS RELACIONADOS CON DURACION CORTA DE LA GESTACION Y CON BAJO PESO AL NACER, NO CLASIFICADOS EN OTRA PARTE",3,216.0,1.0,manual
OTRAS OCLUSIONES VASCULARES RETINIANAS,2,216.0,0.8,claude
"QUEMADURAS DE MÚLTIPLES REGIONES, GRADO NO ESPECIFICADO",3,216.0,0.8,claude
"OTRAS BURSITIS, NO CLASIFICADAS EN OTRA PARTE",1,215.0,0.8,claude
"FRACTURA PATOLÓGICA, NO CLASIFICADA EN OTRA PARTE",2,215.0,0.8,claude
OTROS QUISTES DE LOS MAXILARES,2,215.0,0.8,claude
PRODUCTO DEL PARTO,2,215.0,0.8,claude
CARCINOMA IN SITU INTRACANALICULAR,3,215.0,0.8,claude
TUMOR MALIGNO DE LA PIEL DEL LABIO,3,215.0,0.8,claude
ENFERMEDAD DE HODGKIN CON PREDOMINIO LINFOCITICO,3,215.0,0.95,claude
DIVERTÍCULO DE MECKEL,2,214.0,0.8,claude
"CHOQUE ANAFILÁCTICO, NO ESPECIFICADO",3,214.0,1.0,manual
TRAUMATISMOS SUPERFICIALES QUE AFECTAN MÚLTIPLES REGIONES DEL (DE LOS) MIEMBRO(S) SUPERIOR(ES) CON MIEMBRO(S) INFERIOR(ES),1,214.0,0.8,claude
TUMOR MALIGNO DEL OMÓPLATO Y DE LOS HUESOS LARGOS DEL MIEMBRO SUPERIOR,3,213.0,0.95,claude
"INFLUENZA CON OTRAS MANIFESTACIONES RESPIRATORIAS, VIRUS NO IDENTIFICADO",1,213.0,0.8,claude
TUMOR BENIGNO DEL CUERPO DEL ÚTERO,2,213.0,0.8,claude
OTROS TRASTORNOS ESPECIFICADOS DE LA CONDUCCIÓN,1,213.0,0.8,claude
FRACTURA SUBTROCANTERIANA,2,213.0,0.95,claude
TRASTORNOS ROTULOFEMORALES,1,213.0,0.8,claude
OTRAS HEMORRAGIAS UTERINAS O VAGINALES ANORMALES,1,213.0,0.8,claude
"PERSONA LESIONADA EN ACCIDENTE NO DE TRÁNSITO, DE VEHÍCULO DE MOTOR NO ESPECIFICADO",2,212.0,0.8,claude
TUMOR MALIGNO DE LA UNIÓN RECTOSIGMOIDEA,3,212.0,0.95,claude
"MENINGITIS, NO ESPECIFICADA",3,212.0,0.8,claude
CELULITIS DE LA CARA,1,212.0,0.8,claude
"ASFIXIA DEL NACIMIENTO, LEVE Y MODERADA",3,212.0,0.8,claude
DACRIOADENITIS,1,211.0,0.8,claude
HEMORRAGIA SUBARACNOIDEA DE ARTERIA CEREBRAL MEDIA,3,211.0,0.95,claude
FALSO TRABAJO DE PARTO ANTES DE LAS 37 SEMANAS COMPLETAS DE GESTACIÓN,2,211.0,0.8,claude
FETO Y RECIÉN NACIDO AFECTADOS POR RUPTURA PREMATURA DE LAS MEMBRANAS,2,210.0,0.8,claude
OTROS TRAUMATISMOS DE LA MÉDULA ESPINAL CERVICAL Y LOS NO ESPECIFICADOS,3,210.0,0.95,claude
ESTENOSIS (DE LA VÁLVULA) AÓRTICA CON INSUFICIENCIA,2,210.0,0.8,claude
OTRAS ENFERMEDADES INFLAMATORIAS PÉLVICAS FEMENINAS,1,210.0,0.8,claude
ADENOMEGALIA LOCALIZADA,1,209.0,0.8,claude
OTROS EXÁMENES GENERALES,1,209.0,0.95,claude
HIDRONEFROSIS CONGÉNITA,2,209.0,0.8,claude
"ENFERMEDAD PULMONAR INTERSTICIAL, NO ESPECIFICADA",2,209.0,0.8,claude
ULCERA GASTROYEYUNAL,2,209.0,0.8,claude
TRAUMATISMO POR APLASTAMIENTO DE LA CARA,2,209.0,0.8,claude
OTRAS ENFERMEDADES ESPECIFICADAS DE LAS VÍAS BILIARES,2,209.0,1.0,manual
ILEO PARALITICO Y OBSTRUCCION INTESTINAL SIN HERNIA,2,209.0,0.8,claude
OTROS TRASTORNOS ESPECIFICADOS DEL HUESO,1,208.0,0.8,claude
MOLUSCO CONTAGIOSO,1,208.0,0.95,claude
MALFORMACIÓN DEL URACO,2,208.0,0.8,claude
HERNIA VENTRAL SIN OBSTRUCCION NI GANGRENA,2,208.0,1.0,manual
QUISTE Y MUCOCELE DE LA NARIZ Y DEL SENO PARANASAL,1,208.0,0.8,claude
HEMORRAGIA SUBARACNOIDEA TRAUMÁTICA,3,208.0,1.0,manual
QUISTE SINOVIAL DEL HUECO POPLÍTEO [DE BAKER],1,208.0,0.8,claude
SINDROME CONGENITO DE DEFICIENCIA DE YODO,1,207.0,0.8,claude
ATENCIÓN MATERNA POR MUERTE INTRAUTERINA,2,207.0,0.8,claude
"MOLA HIDATIFORME, NO ESPECIFICADA",2,207.0,0.8,claude
OTRAS ESPONDILOPATÍAS ESPECIFICADAS,1,207.0,0.8,claude
"LUXACION, ESGUINCE Y TORCEDURA DE ARTICULACIONES Y LIGAMENTOS DE LA CINTURA ESCAPULAR",1,207.0,0.8,claude
"CUERPO EXTRAÑO EN EL TUBO DIGESTIVO, PARTE NO ESPECIFICADA",2,207.0,1.0,manual
DISNEA,1,206.0,1.0,manual
"COMPLICACIÓN RELACIONADA CON EL EMBARAZO, NO ESPECIFICADA",2,206.0,1.0,manual
PSORIASIS,1,206.0,0.8,claude
COLITIS AMEBIANA NO DISENTÉRICA,1,206.0,0.8,claude
"ENFERMEDAD DEL ESÓFAGO, NO ESPECIFICADA",1,205.0,0.8,claude
LEUCEMIA PROMIELOCÍTICA AGUDA [LPA],3,205.0,0.95,claude
"TUMOR MALIGNO DEL HUESO Y DEL CARTÍLAGO ARTICULAR, NO ESPECIFICADO",3,205.0,0.95,claude
CISTITIS,1,204.0,0.8,claude
SINUSITIS AGUDA,1,204.0,0.95,claude
"OBESIDAD, NO ESPECIFICADA",1,204.0,0.8,claude
TUMOR MALIGNO DEL YEYUNO,3,204.0,0.95,claude
HERIDA DEL MUSLO,2,204.0,0.8,claude
HALLAZGOS ANORMALES EN DIAGNÓSTICO POR IMAGEN DE LA MAMA,1,204.0,0.8,claude
EXAMEN DEL ESTADO DE DESARROLLO DEL ADOLESCENTE,1,203.0,0.95,claude
TRAUMATISMO DEL TENDÓN Y MÚSCULO DEL FLEXOR LARGO DEL DEDO A NIVEL DEL PIE Y DEL TOBILLO,2,203.0,0.8,claude
ESTRECHEZ URETRAL,2,203.0,0.8,claude
TAQUICARDIA PAROXISTICA,2,203.0,0.8,claude
OBSERVACIÓN POR SOSPECHA DE ENFERMEDAD O AFECCIÓN NO ESPECIFICADA,1,203.0,0.8,claude
"ABORTO ESPONTÁNEO INCOMPLETO, CON OTRAS COMPLICACIONES ESPECIFICADAS Y LAS NO ESPECIFICADAS",2,202.0,0.8,claude
"INSUFICIENCIA RENAL CRONICA, NO ESPECIFICADA",3,202.0,0.95,claude
CIÁTICA,1,202.0,0.8,claude
HIPOSPADIAS PENEANA,2,202.0,0.8,claude
OTROS TIPOS DE APENDICITIS,2,202.0,0.95,claude
RINOFARINGITIS CRÓNICA,1,202.0,0.95,claude
HEMORRAGIA DEL TERCER PERÍODO DEL PARTO,2,202.0,0.8,claude
"TRASTORNO DE LA MAMA, NO ESPECIFICADO",1,202.0,0.8,claude
ABSCESO VULVAR,1,201.0,0.8,claude
"ABORTO ESPONTÁNEO COMPLETO O NO ESPECIFICADO, SIN COMPLICACIÓN",2,201.0,0.8,claude
CARCINOMA IN SITU DE OTRAS PARTES ESPECIFICADAS DEL CUELLO DEL ÚTERO,3,201.0,0.8,claude
"TIFUS, NO ESPECIFICADO",2,201.0,0.8,claude
OTRAS DIABETES MELLITUS ESPECIFICADAS,1,201.0,0.8,claude
"CONDUCTOR DE VEHÍCULO DE PEDAL LESIONADO POR COLISIÓN CON OTROS VEHÍCULOS DE MOTOR, Y CON LOS NO ESPECIFICADOS, EN ACCIDENTE NO DE TRÁNSITO",2,201.0,0.8,claude
OTROS TRASTORNOS DE LA RETINA,1,200.0,0.8,claude
ENTROPIÓN Y TRIQUIASIS PALPEBRAL,2,200.0,0.8,claude
"DIABETES MELLITUS NO ESPECIFICADA, CON OTRAS COMPLICACIONES ESPECIFICADAS",1,200.0,0.8,claude
"LUXACION, ESGUINCE Y TORCEDURA DE ARTICULACIONES Y LIGAMENTOS DEL CUELLO",1,199.0,0.8,claude
"NEUMONIA BACTERIANA, NO CLASIFICADA EN OTRA PARTE",2,199.0,0.8,claude
TUMOR BENIGNO DE LA COLUMNA VERTEBRAL,2,199.0,0.8,claude
NEUMONÍA DEBIDA A STREPTOCOCCUS PNEUMONIAE,2,199.0,0.8,claude
OTROS TRASTORNOS NEUROMUSCULARES ESPECIFICADOS,1,199.0,0.8,claude
CONTUSIÓN DE LA PARED ABDOMINAL,1,199.0,0.8,claude
INFARTO AGUDO TRANSMURAL DEL MIOCARDIO DE OTROS SITIOS,3,199.0,0.95,claude
OTROS TRASTORNOS DE LA CONJUNTIVA,1,199.0,0.8,claude
OTROS TRASTORNOS TIROIDEOS,1,199.0,0.8,claude
