causa,nivel,frecuencia,nivel_probabilidad,origen
NECROSIS ASÉPTICA IDIOPÁTICA ÓSEA,1,161.0,0.43198577945678385,modelo
"DISMENORREA, NO ESPECIFICADA",2,161.0,0.48903157836139777,modelo
ESPINA BÍFIDA CERVICAL CON HIDROCÉFALO,2,161.0,0.41951534812599484,modelo
EMBOLIA Y TROMBOSIS DE ARTERIA ILÍACA,3,160.0,0.4748651050811025,modelo
HIPOACUSIA OTOTÓXICA,1,160.0,0.44087774462835105,modelo
POLINEUROPATÍA INDUCIDA POR DROGAS,2,159.0,0.4055069276164199,modelo
"TRASTORNO MENTAL, NO ESPECIFICADO",1,159.0,0.46027521773029323,modelo
TÓRAX EXCAVADO,1,159.0,0.39796855257627667,modelo
TIROIDITIS SUBAGUDA,1,159.0,0.44087774462835105,modelo
"OTRAS MALFORMACIONES CONGÉNITAS DEL ENCÉFALO, ESPECIFICADAS",3,159.0,0.4761557522230441,modelo
CUERPO EXTRAÑO EN LA FARINGE,2,159.0,0.4428664327057587,modelo
RETINOPATIA DIABETICA (E10-E14Å CON CUARTO CARACTER COMUN .3),2,159.0,0.39380277139979236,modelo
ESCLEROSIS TUBEROSA,3,158.0,0.3952328706974545,modelo
OTROS TIPOS DE PARÁLISIS CEREBRAL,2,158.0,0.4751782994550579,modelo
EFECTO TÓXICO DEL MONÓXIDO DE CARBONO,3,158.0,0.40863392592624687,modelo
METATARSALGIA,1,158.0,0.44087774462835105,modelo
DIVERTÍCULO GÁSTRICO,1,157.0,0.44087774462835105,modelo
OTROS TRAUMATISMOS Y LOS NO ESPECIFICADOS DEL HOMBRO Y DEL BRAZO,2,157.0,0.48181614819198976,modelo
CIRROSIS BILIAR PRIMARIA,1,157.0,0.38307186426457646,modelo
"TRASTORNO DEL HUESO, NO ESPECIFICADO",1,157.0,0.4214285381656899,modelo
OTRAS OSTEOMIELITIS AGUDAS,2,157.0,0.4414258587373117,modelo
FETO Y RECIÉN NACIDO AFECTADOS POR PARTO POR CESÁREA,2,157.0,0.43350807106957134,modelo
AFECCIONES ALVEOLARES Y ALVEOLOPARIETALES,1,157.0,0.3808880200255162,modelo
OTROS TRASTORNOS DEL PENE,1,156.0,0.43223995072933613,modelo
DISTENSIÓN MUSCULAR,1,156.0,0.44087774462835105,modelo
"TRASTORNO DE LA VÁLVULA AÓRTICA, NO ESPECIFICADO",3,156.0,0.4705556561816156,modelo
CADERA INESTABLE,1,156.0,0.43028942748285887,modelo
OTROS TIPOS DE HIPERTENSIÓN SECUNDARIA,1,156.0,0.4031918495624654,modelo
ANEURISMA Y DISECCIÓN DE SITIO NO ESPECIFICADO,1,155.0,0.4439181235443742,modelo
OTRO(S) DEDO(S) DEL PIE EN MARTILLO (ADQUIRIDOS),2,155.0,0.3813837453337067,modelo
"DERMATITIS, NO ESPECIFICADA",1,155.0,0.4948731091287768,modelo
HIDROCELE Y ESPERMATOCELE,1,155.0,0.44087774462835105,modelo
URTICARIA,1,155.0,0.44087774462835105,modelo
OTRAS ESPONDILOSIS,2,155.0,0.4414258587373117,modelo
"DISPLASIA MAMARIA BENIGNA, SIN OTRA ESPECIFICACIÓN",1,154.0,0.4733522955652095,modelo
"ENFERMEDAD DIVERTICULAR DE AMBOS INTESTINOS, SIN PERFORACIÓN NI ABSCESO",2,154.0,0.3648332467804074,modelo
EDEMA PULMONAR,1,154.0,0.4223431425162799,modelo
HERPES ZOSTER SIN COMPLICACIONES,1,153.0,0.48848810154919564,modelo
EMBOLIA Y TROMBOSIS DE VENA CAVA,3,153.0,0.4148692388404804,modelo
"HEMATURIA, NO ESPECIFICADA",2,153.0,0.48903157836139777,modelo
"TRASTORNO DEL RIÑÓN Y DEL URÉTER, NO ESPECIFICADO",2,153.0,0.43204626686548026,modelo
"SÍNDROME NEFRÍTICO CRÓNICO, ANOMALÍA GLOMERULAR MÍNIMA",3,153.0,0.4875958595284986,modelo
FIEBRE CON ESCALOFRÍO,2,153.0,0.40188937407217507,modelo
HEPATITIS VIRAL NO ESPECIFICADA SIN COMA HEPÁTICO,1,153.0,0.47042627712060964,modelo
OTROS TRASTORNOS ESPECIFICADOS DE LA GLÁNDULA PARATIROIDES,2,153.0,0.4629436434743665,modelo
LINFOMA DE HODGKIN CLÁSICO CON DEPLECIÓN LINFOCÍTICA,3,152.0,0.38151687635563775,modelo
OTRAS ENFERMEDADES RENALES QUÍSTICAS,1,152.0,0.435536167936919,modelo
SÍNDROME DE INFARTO CEREBELOSO,1,151.0,0.4967318716920156,modelo
HERNIA NO ESPECIFICADA DE LA CAVIDAD ABDOMINAL,2,151.0,0.4744415660326656,modelo
SÍNDROME DEL CAYADO DE LA AORTA [TAKAYASU],1,151.0,0.450760932165549,modelo
HIPERGLICERIDEMIA PURA,1,151.0,0.44087774462835105,modelo
POLIMIOSITIS,1,150.0,0.44087774462835105,modelo
QUERATOSIS SEBORREICA,1,150.0,0.44087774462835105,modelo
"DOLOR, NO ESPECIFICADO",1,150.0,0.499084100734064,modelo
OTRAS ENFERMEDADES VASCULARES PERIFÉRICAS ESPECIFICADAS,1,150.0,0.3895140999866606,modelo
OTROS TRASTORNOS DEL DESARROLLO DEL HABLA Y DEL LENGUAJE,1,150.0,0.45263717527258024,modelo
ARTRITIS Y POLIARTRITIS ESTAFILOCÓCICA,1,150.0,0.4409880310578289,modelo
TRASTORNOS VASCULARES DE LOS ÓRGANOS GENITALES MASCULINOS,2,150.0,0.47347852995416145,modelo
LEUCEMIA LINFOIDE,3,150.0,0.42242016687503353,modelo
BOCIO DIFUSO (ENDÉMICO) RELACIONADO CON DEFICIENCIA DE YODO,1,150.0,0.4262112462905504,modelo
DESHIDRATACIÓN DEL RECIÉN NACIDO,3,149.0,0.42759003400904405,modelo
"TRAUMATISMO DEL OJO Y DE LA ÓRBITA, NO ESPECIFICADO",1,149.0,0.3964370948194806,modelo
OTROS BOCIOS NO TOXICOS,1,149.0,0.41063266029857765,modelo
OTRAS UROPATÍAS OBSTRUCTIVAS Y POR REFLUJO,2,149.0,0.4920458337719436,modelo
OTRAS INFECCIONES ESPECIFICADAS PROPIAS DEL PERÍODO PERINATAL,2,149.0,0.448189764511909,modelo
OTRAS DEFORMIDADES VARUS CONGÉNITAS DE LOS PIES,1,148.0,0.43333404378162804,modelo
"ARTRITIS JUVENIL, NO ESPECIFICADA",2,148.0,0.38882379493417846,modelo
"INFLUENZA CON OTRAS MANIFESTACIONES, VIRUS NO IDENTIFICADO",2,148.0,0.4281054366339817,modelo
ENCONDROMATOSIS,1,148.0,0.44087774462835105,modelo
"MALFORMACIÓN CONGÉNITA DEL CORAZÓN, NO ESPECIFICADA",2,148.0,0.46889437996030553,modelo
DERMATOSIS PURPÚRICA PIGMENTADA,1,147.0,0.44087774462835105,modelo
"CÓLERA DEBIDO A VIBRIO CHOLERAE 01, BIOTIPO CHOLERAE",1,147.0,0.43835445487475316,modelo
DISTROFIA MUSCULAR,1,147.0,0.44087774462835105,modelo
TRASTORNOS DEGENERATIVOS Y VASCULARES DEL OÍDO,1,147.0,0.44066905769419296,modelo
OTRAS DIFICULTADES RESPIRATORIAS DEL RECIÉN NACIDO,3,146.0,0.455275487009649,modelo
OTRAS MONONUCLEOSIS INFECCIOSAS,2,146.0,0.45691756749742163,modelo
OTROS DEFECTOS OBSTRUCTIVOS DE LA PELVIS RENAL Y DEL URÉTER,3,146.0,0.4498239021352202,modelo
MONONEUROPATIAS DEL MIEMBRO SUPERIOR,1,146.0,0.4771930194735483,modelo
"TRASTORNO DE ANSIEDAD, NO ESPECIFICADO",1,146.0,0.4420460210527702,modelo
OTRAS CARDIOMIOPATÍAS HIPERTRÓFICAS,2,146.0,0.4414258587373117,modelo
"POLINEUROPATÍA INFLAMATORIA, NO ESPECIFICADA",1,145.0,0.40730161957103134,modelo
MELANOMA MALIGNO DE LAS OTRAS PARTES Y LAS NO ESPECIFICADAS DE LA CARA,1,145.0,0.40561574523334054,modelo
"TRAUMATISMO SUPERFICIAL DE LA PIERNA, NO ESPECIFICADO",1,145.0,0.4950133638453753,modelo
TRAUMATISMOS SUPERFICIALES MÚLTIPLES DE LA PIERNA,1,145.0,0.46099123403770675,modelo
OTROS TRASTORNOS ESPECIFICADOS DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,2,145.0,0.397519173777084,modelo
OTRAS DEFORMIDADES CONGÉNITAS DE LA CADERA,2,145.0,0.39896136462711884,modelo
"TUMOR BENIGNO DEL TEJIDO CONJUNTIVO Y OTROS TEJIDOS BLANDOS, DE SITIO NO ESPECIFICADO",2,144.0,0.44140650235475254,modelo
HIPEROSMOLARIDAD E HIPERNATREMIA,1,144.0,0.44087774462835105,modelo
ISQUEMIA CEREBRAL NEONATAL,2,144.0,0.33870648263491804,modelo
BRONQUIECTASIA,1,144.0,0.44087774462835105,modelo
CARCINOMA IN SITU DEL ESÓFAGO,2,143.0,0.39990528856258406,modelo
ASMA NO ALÉRGICA,1,143.0,0.4677066745124845,modelo
"POLIARTROSIS, NO ESPECIFICADA",2,143.0,0.48903157836139777,modelo
OTROS DOLORES EN EL PECHO,2,143.0,0.39948310472961146,modelo
MOLA HIDATIFORME CLÁSICA,1,143.0,0.44087774462835105,modelo
FRACTURAS QUE AFECTAN OTRAS COMBINACIONES DE LAS REGIONES DEL CUERPO,3,143.0,0.3808848957987452,modelo
LINFOMA NO HODGKIN DE OTRO TIPO Y EL NO ESPECIFICADO,1,142.0,0.39737048853249796,modelo
"SEPSIS, NO ESPECIFICADA",3,142.0,0.45899062248673994,modelo
PARALISIS CEREBRAL,2,142.0,0.41605012691091303,modelo
SÍNDROME DE LA ARTERIA CEREBRAL MEDIA,3,142.0,0.4808255510936161,modelo
QUERATOCONJUNTIVITIS,1,142.0,0.44087774462835105,modelo
ENTEROCOLITIS NECROTIZANTE DEL FETO Y DEL RECIÉN NACIDO,2,142.0,0.46054589729023054,modelo
"ÚLCERA PÉPTICA, DE SITIO NO ESPECIFICADO, AGUDA CON PERFORACIÓN",3,141.0,0.35030281688784976,modelo
EMBOLIA Y TROMBOSIS DE ARTERIA NO ESPECIFICADA,3,141.0,0.45152506370861006,modelo
EDEMA ANGIONEURÓTICO,1,141.0,0.44087774462835105,modelo
"PÓLIPO DEL TRACTO GENITAL FEMENINO, NO ESPECIFICADO",1,141.0,0.4131722070507411,modelo
"OTRAS ENTESOPATÍAS DEL MIEMBRO INFERIOR, EXCLUIDO EL PIE",2,140.0,0.3845935374003942,modelo
"INFECCION DEBIDA A PAPOVAVIRUS, SIN OTRA ESPECIFICACION",1,140.0,0.44962052351109927,modelo
TRAUMATISMO DE TENDÓN(ES) Y MÚSCULO(S) DEL GRUPO MUSCULAR PERONEO A NIVEL DE LA PIERNA,2,140.0,0.4032271112920405,modelo
HIPOTONÍA CONGÉNITA,2,140.0,0.4636139585351313,modelo
FÍSTULA VESICOVAGINAL,2,139.0,0.4504032184789889,modelo
QUISTE RENAL SOLITARIO CONGÉNITO,3,138.0,0.3698587627964992,modelo
TRASTORNO DEL LIGAMENTO,2,138.0,0.49612294020369757,modelo
BLEFAROCALASIA,1,138.0,0.44087774462835105,modelo
OTRAS CARDIOMIOPATÍAS,2,138.0,0.4414258587373117,modelo
OTROS ESTRABISMOS,1,137.0,0.42493629641150543,modelo
HERPES ZOSTER OCULAR,1,137.0,0.43122871605835045,modelo
OTRAS TIROTOXICOSIS,2,137.0,0.4414258587373117,modelo
ANGIÍTIS DEBIDA A HIPERSENSIBILIDAD,1,137.0,0.4540315869601437,modelo
OTRAS ANEMIAS ESPECIFICADAS,1,136.0,0.4814434864263938,modelo
OTROS TRASTORNOS ESPECIFICADOS DEL CARTÍLAGO,1,136.0,0.39646578109490854,modelo
OTROS TRAUMATISMOS Y LOS NO ESPECIFICADOS DE LA CABEZA,2,136.0,0.4786745919992561,modelo
OTROS TRASTORNOS FUNCIONLES DEL INTESTINO,3,136.0,0.44902976043661547,modelo
NEUMONÍA DEBIDA A MYCOPLASMA PNEUMONIAE,1,136.0,0.4358717623147039,modelo
"ESCLEROSIS SISTÉMICA, NO ESPECIFICADA",3,135.0,0.47643822239883366,modelo
OTROS TIPOS DE OBESIDAD,1,135.0,0.4031918495624654,modelo
OTRAS HEMORRAGIAS SUBARACNOIDEAS,2,135.0,0.4414258587373117,modelo
OTRAS ENCEFALITIS VIRALES ESPECIFCADAS,1,135.0,0.37758141583940286,modelo
OTROS TRASTORNOS ESPECIFICADOS DE LA URETRA,1,135.0,0.45003194160433435,modelo
"ENFERMEDAD DEL ANO Y DEL RECTO, NO ESPECIFICADA",2,135.0,0.4460172043888794,modelo
"QUEMADURA DEL HOMBRO Y MIEMBRO SUPERIOR, GRADO NO ESPECIFICADO, EXCEPTO DE LA MUÑECA Y DE LA MANO",2,135.0,0.45219056099055144,modelo
CONDUCTO ARTERIOSO PERMEABLE,1,135.0,0.43836618510999165,modelo
"MALFORMACIÓN CONGÉNITA, NO ESPECIFICADA",2,135.0,0.4032052889804899,modelo
OTRAS TIROIDITIS CRÓNICAS,1,134.0,0.42192074226635357,modelo
"ABSCESO CUTANEO, FURUNCULO Y ANTRAX",2,134.0,0.449133298699128,modelo
OTRAS INTOXICACIONES ALIMENTARIAS DEBIDAS A BACTERIAS ESPECIFICADAS,2,134.0,0.4630183841244321,modelo
EDEMA CEREBRAL TRAUMÁTICO,1,134.0,0.361436049180109,modelo
OTROS TRASTORNOS Y LOS NO ESPECIFICADOS DEL SISTEMA CIRCULATORIO,2,134.0,0.44848001078602834,modelo
SINEQUIAS INTRAUTERINAS,1,134.0,0.44087774462835105,modelo
"DEFORMIDADES ADQUIRIDAS DE LOS DEDOS DEL PIE, NO ESPECIFICADAS",2,133.0,0.4934129709899502,modelo
ERISIPELA,1,133.0,0.44087774462835105,modelo
"OTROS TRAUMATISMOS DE LA COLUMNA VERTEBRAL Y DEL TRONCO, NIVEL NO ESPECIFICADO",1,133.0,0.36611348500538254,modelo
DESPOLARIZACIÓN AURICULAR PREMATURA,1,133.0,0.44087774462835105,modelo
HERIDAS QUE AFECTAN LA CABEZA CON EL CUELLO,2,133.0,0.3592006338846322,modelo
"CARDIOMIOPATÍA, NO ESPECIFICADA",2,133.0,0.48903157836139777,modelo
OTRAS ARTRITIS,2,133.0,0.43206671775672634,modelo
CICATRIZ HIPERTRÓFICA,1,132.0,0.44087774462835105,modelo
"INSUFICIENCIA HEPÁTICA, NO ESPECIFICADA",3,132.0,0.4180351876198388,modelo
MENINGITIS POR HEMÓFILOS,2,132.0,0.4735728450981831,modelo
(OSTEO) ARTROSIS PRIMARIA GENERALIZADA,1,131.0,0.44087774462835105,modelo
HIPERTENSIÓN SECUNDARIA A OTROS TRASTORNOS RENALES,3,131.0,0.4852187386878752,modelo
"OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON OBJETO FIJO O ESTACIONADO, CONDUCTOR LESIONADO EN ACCIDENTE NO DE TRÁNSITO",1,131.0,0.40546294381444276,modelo
MASTOIDITIS CRÓNICA,1,131.0,0.4043741327062119,modelo
URTICARIA IDIOPÁTICA,1,131.0,0.43198577945678385,modelo
TRAUMATISMO DE OTRO(S) TENDÓN(ES) Y MÚSCULO(S) DEL GRUPO MUSCULAR POSTERIOR A NIVEL DE LA PIERNA,2,130.0,0.4129804496821096,modelo
"ANEMIA HEMOLÍTICA ADQUIRIDA, SIN OTRA ESPECIFICACIÓN",1,130.0,0.49685686854389455,modelo
HEPATITIS REACTIVA NO ESPECIFICADA,1,130.0,0.4136903828829841,modelo
"INFECCIONES AGUDAS DE LAS VIAS RESPIRATORIAS SUPERIORES, DE SITIOS MULTIPLES O NO ESPECIFICADOS",3,130.0,0.41856693615090523,modelo
NÁUSEA Y VÓMITO,1,130.0,0.44087774462835105,modelo
OTROS EXÁMENES PARA FINES ADMINISTRATIVOS,1,130.0,0.43764352183702826,modelo
DISPLASIA FIBROSA (MONOSTÓTICA),3,129.0,0.3641871211179676,modelo
OTROS TRASTORNOS DE LA VEJIGA,2,129.0,0.3974984886402539,modelo
PREECLAMPSIA EN EL EMBARAZO,2,128.0,0.47261075503043837,modelo
ÚLCERA DEL INTESTINO,3,128.0,0.4332370964457254,modelo
OTRAS MALFORMACIONES CONGÉNITAS DE LA VEJIGA Y DE LA URETRA,1,128.0,0.464580272504585,modelo
TROMBOCITOPENIA (HEMORRÁGICA) ESENCIAL,1,128.0,0.44087774462835105,modelo
OTROS TRASTORNOS ESPECIFICADOS DEL SISTEMA URINARIO,3,128.0,0.4594049834380378,modelo
AMBLIOPÍA EX ANOPSIA,1,128.0,0.44087774462835105,modelo
"TRAUMATISMO DEL TÓRAX, NO ESPECIFICADO",2,127.0,0.39660927410357033,modelo
TRAUMATISMO POR APLASTAMIENTO DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA MUÑECA Y DE LA MANO,2,127.0,0.406414377644967,modelo
"RUPTURA PREMATURA DE LAS MEMBRANAS, SIN OTRA ESPECIFICACIÓN",1,127.0,0.43334634870028976,modelo
PÓLIPO DEL ESTÓMAGO Y DEL DUODENO,2,127.0,0.4601579665992015,modelo
"DEFICIENCIA VISUAL SEVERA, MONOCULAR",1,126.0,0.45813064382617513,modelo
"CAÍDA QUE IMPLICA CAMA, VIVIENDA",3,126.0,0.37554600108434966,modelo
OTROS TRASTORNOS DEL OJO Y SUS ANEXOS,2,126.0,0.4275311494706049,modelo
DISPLASIA VAGINAL LEVE,1,126.0,0.4974628417771621,modelo
DIABETES MELLITUS NO INSULINODEPENDIENTE CON COMPLICACIONES RENALES,3,126.0,0.4850296745405248,modelo
OTRAS PESQUISAS PRENATALES ESPECIFICAS,2,126.0,0.4414258587373117,modelo
TORTÍCOLIS,1,126.0,0.44087774462835105,modelo
HERPES ZOSTER,1,125.0,0.43122871605835045,modelo
"LEUCEMIA MIELOIDE, SIN OTRA ESPECIFICACIÓN",3,125.0,0.45759383481600535,modelo
UÑA ENCARNADA,1,125.0,0.44668337485013654,modelo
REUMATISMO PALINDRÓMICO,1,124.0,0.44087774462835105,modelo
NEUMONÍA CONGÉNITA DEBIDA A AGENTE VIRAL,2,124.0,0.43214183015394986,modelo
LUPUS ERITEMATOSO CUTÁNEO SUBAGUDO,1,124.0,0.43684322528842784,modelo
"DENGUE, NO ESPECIFICADO",1,124.0,0.41610052739449616,modelo
BLEFAROCONJUNTIVITIS,1,124.0,0.44087774462835105,modelo
"OTRAS DIABETES MELLITUS ESPECIFICADAS, CON COMPLICACIONES RENALES",3,124.0,0.4974306887448881,modelo
RECTOCELE,1,123.0,0.44087774462835105,modelo
ANEMIAS POR DEFICIENCIA DE HIERRO,2,123.0,0.4228397566555075,modelo
"HEPATITIS AGUDA TIPO B, CON AGENTE DELTA (COINFECCIÓN), CON COMA HEPÁTICO",3,122.0,0.40715049891513294,modelo
PANCREATITIS BILIAR AGUDA,3,122.0,0.421993998272209,modelo
"PROTEINURIA AISLADA CON LESIÓN MORFOLÓGICA ESPECIFICADA, GLOMERULONEFRITIS MEMBRANOSA DIFUSA",2,121.0,0.38271496415523026,modelo
"TUBERCULOSIS DE LOS INTESTINOS, EL PERITONEO Y LOS GANGLIOS MESENTÉRICOS",1,121.0,0.3937287141015997,modelo
"ENFERMEDAD NO INFLAMATORIA DEL OVARIO, DE LA TROMPA DE FALOPIO Y DEL LIGAMENTO ANCHO, NO ESPECIFICADA",2,121.0,0.42711294881872336,modelo
OTROS TRASTORNOS DEL CUERPO VÍTREO,2,121.0,0.39699682561743155,modelo
"TUMOR BENIGNO DE LA PIEL DEL PÁRPADO, INCLUIDA LA COMISURA PALPEBRAL",2,120.0,0.4572525337630263,modelo
"TRASTORNO DE LA RÓTULA, NO ESPECIFICADO",1,120.0,0.37424159066887713,modelo
TROMBOCITOSIS ESENCIAL,1,120.0,0.44087774462835105,modelo
GINGIVITIS AGUDA,1,119.0,0.4399293681895331,modelo
OTRAS FORMAS DE ENFERMEDAD ISQUÉMICA CRÓNICA DEL CORAZÓN,3,119.0,0.37734683789070067,modelo
MAREO Y DESVANECIMIENTO,1,119.0,0.44087774462835105,modelo
SÍNDROME DE HIPOPLASIA DEL CORAZÓN IZQUIERDO,1,119.0,0.45492196067049434,modelo
CONTRACCIONES PRIMARIAS INADECUADAS,1,118.0,0.4189479330184512,modelo
HERIDA DE LA CADERA,2,118.0,0.4001148404450617,modelo
"NEUMOTÓRAX, NO ESPECIFICADO",1,118.0,0.41610052739449616,modelo
ESCLERODERMA LINEAL,1,118.0,0.44087774462835105,modelo
COCCIDIOIDOMICOSIS PULMONAR CRÓNICA,1,117.0,0.39831497588228254,modelo
OTRAS HIPOACUSIAS ESPECIFICADAS,2,117.0,0.42606672058862244,modelo
"OSTEOMIELITIS, NO ESPECIFICADA",2,117.0,0.48903157836139777,modelo
OTROS TRASTORNOS ESPECIFICADOS DEL PÁRPADO,1,117.0,0.3898019699975061,modelo
ARTRITIS Y POLIARTRITIS DEBIDAS A OTROS AGENTES BACTERIANOS ESPECIFICADOS,2,117.0,0.4179801604688825,modelo
OTRAS ENFERMEDADES DEL ESOFAGO,2,117.0,0.4361009941393857,modelo
OTRAS HIPOGLICEMIAS,2,117.0,0.4414258587373117,modelo
LINFOMA FOLICULAR,1,117.0,0.40459282806316055,modelo
ÚLCERA DEL ANO Y DEL RECTO,2,117.0,0.4825137593411254,modelo
OTROS TRAUMATISMOS Y LOS NO ESPECIFICADOS DE LA MUÑECA Y DE LA MANO,1,117.0,0.49489486454243575,modelo
POLIARTROPATÍA INFLAMATORIA,1,117.0,0.39888484514501443,modelo
OBSTRUCCIÓN INTESTINAL POSTOPERATORIA,1,117.0,0.3793378755061764,modelo
ANEMIA APLÁSTICA IDIOPÁTICA,1,116.0,0.39413161907924965,modelo
"HIDROCÉFALO CONGÉNITO, NO ESPECIFICADO",1,116.0,0.47154335022687377,modelo
PROLAPSO UTEROVAGINAL COMPLETO,1,116.0,0.43602615631354447,modelo
"TRASTORNO DEL NERVIO FACIAL, NO ESPECIFICADO",1,116.0,0.40650252596102754,modelo
MALFORMACIONES CONGÉNITAS DEL CUERPO CALLOSO,3,115.0,0.4486921994859406,modelo
"PÓLIPO NASAL, NO ESPECIFICADO",1,115.0,0.491806470045697,modelo
OTROS TRASTORNOS ESPECIFICADOS DE LA GLÁNDULA SUPRARRENAL,2,115.0,0.4629436434743665,modelo
TUBERCULOSIS DE OTROS ÓRGANOS ESPECIFICADOS,2,115.0,0.4699191041771274,modelo
OTROS TIPOS DE ENFERMEDAD DE CROHN,1,115.0,0.4741403668741965,modelo
OTROS EXÁMENES ESPECIALES ESPECIFICADOS,1,114.0,0.4586807344398274,modelo
OTRAS ATROFIAS MUSCULARES ESPINALES HEREDITARIAS,2,114.0,0.4414258587373117,modelo
"ENFERMEDAD DEL SISTEMA DIGESTIVO, NO ESPECIFICADA",3,114.0,0.486346107799165,modelo
"ENFERMEDAD CARDIOVASCULAR, NO ESPECIFICADA",3,114.0,0.3941856485625895,modelo
OTRAS ENFERMEDADES VIRALES ESPECIFICADAS,3,114.0,0.3728684867448604,modelo
"MORDEDURA O ATAQUE DE PERRO, OTRO LUGAR ESPECIFICADO",1,114.0,0.39450782089189684,modelo
OTRAS SEPSIS ESPECIFICADAS,3,114.0,0.44708335758861745,modelo
HERIDA DEL ESCROTO Y DE LOS TESTÍCULOS,1,114.0,0.42639823623406103,modelo
HERIDAS DE OTRAS PARTES DEL PIE,2,114.0,0.49340201275559353,modelo
"CARCINOMA IN SITU DEL HÍGADO, DE LA VESÍCULA BILIAR Y DEL CONDUCTO BILIAR",2,113.0,0.4562327417142086,modelo
"DEFORMIDAD ADQUIRIDA DEL MIEMBRO, NO ESPECIFICADA",2,113.0,0.39693956485043197,modelo
ENFERMEDAD DIVERTICULAR DE AMBOS INTESTINOS CON PERFORACIÓN Y ABSCESO,2,113.0,0.4032513100734002,modelo
"ESPONDILOPATÍA, NO ESPECIFICADA",2,113.0,0.48903157836139777,modelo
TENDINITIS DEL GLÚTEO,2,112.0,0.47573436020665627,modelo
SIALOLITIASIS,1,112.0,0.44087774462835105,modelo
PROLAPSO ANAL,1,112.0,0.4550376551113633,modelo
ENDOFTALMITIS PURULENTA,1,112.0,0.44087774462835105,modelo
MALFORMACIÓN ARTERIOVENOSA PERIFÉRICA,1,111.0,0.44087774462835105,modelo
"OTROS TRASTORNOS DEL EQUILIBRIO DE LOS ELECTRÓLITOS Y DE LOS LÍQUIDOS, NO CLASIFICADOS EN OTRA PARTE",3,111.0,0.40847455376396286,modelo
"OTRAS ENFERMEDADES ESPECIFICADAS Y AFECCIONES QUE COMPLICAN EL EMBARAZO, EL PARTO Y EL PUERPERIO",2,111.0,0.42509823830537596,modelo
"PEATÓN LESIONADO POR COLISIÓN CON AUTOMÓVIL, CAMIONETA O FURGONETA, ACCIDENTE NO DE TRÁNSITO",1,111.0,0.4018382957793112,modelo
OTRAS ENFERMEDADES PULMONARES OBSTRUCTIVAS CRONICAS,1,110.0,0.4531389045843296,modelo
EFECTO TÓXICO DEL VENENO DE ESCORPIÓN,3,110.0,0.40863392592624687,modelo
"TRASTORNO NO INFLAMATORIO DEL ÚTERO, NO ESPECIFICADO",2,110.0,0.37268511550232203,modelo
OTRAS ENFERMEDADES ISQUEMICAS AGUDAS DEL CORAZON,2,110.0,0.3721110065608359,modelo
"ÚLCERA GÁSTRICA, NO ESPECIFICADA COMO AGUDA NI CRÓNICA, SIN HEMORRAGIA NI PERFORACIÓN",3,110.0,0.36023847117456853,modelo
"TRASTORNO DE LA RETINA, NO ESPECIFICADO",1,110.0,0.37509044482986204,modelo
BURSITIS DEL TROCÁNTER,2,110.0,0.47573436020665627,modelo
DEGENERACIONES Y DEPÓSITOS CONJUNTIVALES,1,110.0,0.44087774462835105,modelo
SÍNDROME DE FATIGA POSTVIRAL,1,110.0,0.47411172046722294,modelo
NEUROFIBROMATOSIS (NO MALIGNA),1,110.0,0.4218659945411034,modelo
"ARTROSIS DE LA PRIMERA ARTICULACIÓN CARPOMETACARPIANA, SIN OTRA ESPECIFICACIÓN",1,110.0,0.36499314957464063,modelo
HIPOTENSIÓN ORTOSTÁTICA,1,109.0,0.44087774462835105,modelo
DIABETES MELLITUS INSULINODEPENDIENTE,3,109.0,0.44809707575626445,modelo
OTRAS ENFERMEDADES ESPECIFICADAS DEL APÉNDICE,1,109.0,0.38279628099048446,modelo
LEUCEMIA LINFOCÍTICA SUBAGUDA,3,109.0,0.42242016687503353,modelo
ENTERITIS DEBIDA A CAMPYLOBACTER,1,109.0,0.48831311005873096,modelo
"COMPROMISO SISTÉMICO DEL TEJIDO CONJUNTIVO, NO ESPECIFICADO",1,109.0,0.39575562538025694,modelo
OTRAS ENFERMEDADES INFLAMATORIAS DEL HIGADO,2,109.0,0.44794302524859736,modelo
ABORTO NO ESPECIFICADO,1,109.0,0.4159182062570988,modelo
AMPUTACIÓN TRAUMÁTICA DE OTRAS PARTES DE LA MUÑECA Y DE LA MANO,1,108.0,0.44768568820514465,modelo
ICTERICIA NO ESPECIFICADA,1,108.0,0.4075395634699542,modelo
TEMBLOR ESENCIAL,1,108.0,0.44087774462835105,modelo
TIROIDITIS,1,108.0,0.44087774462835105,modelo
TRAUMATISMO DE REGIONES NO ESPECIFICADAS DEL CUERPO,2,108.0,0.41577401234263645,modelo
OTRAS INFECCIONES INTESTINALES DEBIDAS A ESCHERICHIA COLI,1,108.0,0.4323785011738689,modelo
RUPTURA TRAUMÁTICA DEL LIGAMENTO LATERAL DEL CÚBITO,2,108.0,0.40812401301964735,modelo
HERIDAS QUE AFECTAN MULTIPLES REGIONES DEL CUERPO,3,108.0,0.4430141678824353,modelo
"EVENTO NO ESPECIFICADO, DE INTENCION NO DETERMINADA",1,108.0,0.42300889661437485,modelo
