causa,frecuencia,monto_total,pct_cobertura,pct_acumulado,rango,origen
"OTRAS MALFORMACIONES CONGÉNITAS DE LA PIEL, ESPECIFICADAS",6,260251.93,0.0001,99.8565,6849,sample_1000
HISTORIA PERSONAL DE USO (PRESENTE) DE OTROS MEDICAMENTOS POR LARGO TIEMPO,2,1076.2,0.0,99.9623,8179,sample_1000
"EXPOSICIÓN A CORRIENTE ELÉCTRICA NO ESPECIFICADA, INSTITUCIÓN RESIDENCIAL",10,2771488.15,0.0002,99.7519,6145,sample_1000
INTOXICACIÓN ALIMENTARIA POR CLENBUTEROL,3,38755.56,0.0001,99.9538,7822,sample_1000
OTRAS ANOFTALMÍAS,2,9474.0,0.0,99.9623,7931,sample_1000
DESEQUILIBRIO DE LOS CONSTITUYENTES EN LA DIETA,2,8304.37,0.0,99.9623,8394,sample_1000
TUMOR MALIGNO DEL PISO DE LA BOCA,3,136510.5,0.0001,99.9286,7570,sample_1000
EFECTOS ADVERSOS DE BENZODIAZEPINAS,4,25907.14,0.0001,99.9047,7331,sample_1000
"CHOQUE O EMPELLÓN CONTRA OTRA PERSONA, VIVIENDA",2,78623.26999999999,0.0,99.9623,8078,sample_1000
INFECCIONES POR MICOBACTERIAS PULMONARES,7,682311.9299999999,0.0001,99.8259,6543,sample_1000
"EXPOSICIÓN A OTROS FACTORES ESPECIFICADOS, VIVIENDA",2,10681.94,0.0,99.9623,8011,sample_1000
BURSITIS GONOCOCICA (A54.4Å),3,47263.77999999999,0.0001,99.9583,7867,sample_1000
FÍSTULA DEL APÉNDICE,3,104082.75,0.0001,99.9499,7783,sample_1000
"INHALACIÓN E INGESTIÓN DE ALIMENTO QUE CAUSA OBSTRUCCIÓN DE LAS VÍAS RESPIRATORIAS, ÁREAS DE DEPORTE Y ATLETISMO",8,8077778.69,0.0002,99.8111,6441,sample_1000
LARINGITIS OBSTRUCTIVA AGUDA [CRUP] Y EPIGLOTITIS,9,254762.43,0.0002,99.7671,6221,sample_1000
MIOPATÍAS CONGÉNITAS,8,207806.97,0.0002,99.8137,6454,sample_1000
OCLUSION Y ESTENOSIS DE LAS ARTERIAS PRECEREBRALES SIN OCASIONAR INFARTO CEREBRAL,3,61426.46,0.0001,99.9453,7737,sample_1000
SECUELAS DE OTRAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS ESPECIFICADAS,6,198001.25,0.0001,99.8584,6868,sample_1000
OTRAS ARTROPATÍAS POSTINFECCIOSAS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,4,334474.32,0.0001,99.9083,7367,sample_1000
NECESIDAD DE ASISTENCIA DEBIDA A MOVILIDAD REDUCIDA,2,5380.89,0.0,99.9623,8061,sample_1000
SÍNDROME DE HIPERMOVILIDAD,9,75090.13,0.0002,99.7609,6190,sample_1000
OTRAS TUBERCULOSIS DEL SISTEMA NERVIOSO,10,1536122.09,0.0002,99.7339,6055,sample_1000
ARTRITIS TUBERCULOSA,5,1445314.88,0.0001,99.8671,6955,sample_1000
"ABORTO ESPONTÁNEO COMPLETO O NO ESPECIFICADO, COMPLICADO CON INFECCIÓN GENITAL Y PELVIANA",5,67514.51999999999,0.0001,99.865,6934,sample_1000
OTRAS MALFORMACIONES CONGÉNITAS ESPECIFICADAS DEL (DE LOS) MIEMBRO(S),9,768959.76,0.0002,99.7745,6258,sample_1000
"ERISIPELOIDE, NO ESPECIFICADA",2,85185.28,0.0,99.9623,8403,sample_1000
PORTADOR DEL AGENTE DE LA FIEBRE TIFOIDEA,2,40500.98,0.0,99.9623,8365,sample_1000
"CONTACTO TRAUMÁTICO CON OTROS ANIMALES VENENOSOS ESPECIFICADOS, LUGAR NO ESPECIFICADO",3,19618.97,0.0001,99.9572,7856,sample_1000
"PLASMOCITOMA, EXTRAMEDULAR",6,1789654.28,0.0001,99.8544,6828,sample_1000
CORAZÓN TRIAURICULAR,3,2784346.63,0.0001,99.9497,7781,sample_1000
AMPUTACION TRAUMATICA DEL PIE Y DEL TOBILLO,10,284270.96,0.0002,99.7451,6111,sample_1000
"HERIDAS DEL TORAX, PARTE NO ESPECIFICADA",4,234261.96,0.0001,99.8985,7269,sample_1000
OTRAS INFECCIONES PUERPERALES,6,201098.29,0.0001,99.8514,6798,sample_1000
BRONQUITIS AGUDA DEBIDA A VIRUS ECHO,2,31710.05,0.0,99.9623,7952,sample_1000
"CUERPO EXTRAÑO QUE PENETRA POR EL OJO U ORIFICIO NATURAL, OTRO LUGAR ESPECIFICADO",5,28399.36,0.0001,99.8852,7136,sample_1000
MIASTENIA GRAVIS Y OTROS TRASTORNOS NEUROMUSCULARES,5,443941.74,0.0001,99.8656,6940,sample_1000
HERIDA MÚLTIPLE DE LA PARED TORÁCICA,4,257586.94,0.0001,99.9028,7312,sample_1000
CONSULTA PARA ASESORÍA POR ABUSO DE TABACO,4,817861.14,0.0001,99.8934,7218,sample_1000
"DERMATITIS DE CONTACTO POR IRRITANTES, DEBIDA A DROGAS EN CONTACTO CON LA PIEL",4,3610.34,0.0001,99.9226,7510,sample_1000
"CICLISTA LESIONADO EN OTROS ACCIDENTES DE TRANSPORTE, Y EN LOS NO ESPECIFICADOS.",3,245331.62,0.0001,99.9552,7836,sample_1000
HEMATEMESIS NEONATAL,5,110697.29,0.0001,99.8892,7176,sample_1000
HÍGADO ALCOHÓLICO ADIPOSO,7,336296.8300000001,0.0001,99.8337,6621,sample_1000
TRASTORNOS PULMONARES INTERSTICIALES NO ESPECIFICADOS INDUCIDOS POR DROGAS,7,516315.1,0.0001,99.8206,6490,sample_1000
GOLPE CONTRA O GOLPEADO POR EQUIPO PARA DEPORTES,3,19023.88,0.0001,99.9467,7751,sample_1000
FALTA O PÉRDIDA DEL DESEO SEXUAL,5,19796.11,0.0001,99.8752,7036,sample_1000
"ENFERMEDAD MENINGOCÓCICA, NO ESPECIFICADA",2,2029.04,0.0,99.9623,8025,sample_1000
"MORDEDURA O PICADURA DE INSECTOS Y OTROS ARTRÓPODOS NO VENENOSOS, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS",5,32482.3,0.0001,99.8784,7068,sample_1000
"CONTACTO TRAUMATICO CON OBJETO CORTANTE, DE INTENCION NO DETERMINADA",2,3015.58,0.0,99.9623,8113,sample_1000
TRAUMATISMO POR APLASTAMIENTO DEL ANTEBRAZO,5,109820.05,0.0001,99.8807,7091,sample_1000
OTRAS FORMAS ESPECIFICADAS DE TEMBLOR,3,77204.45,0.0001,99.9465,7749,sample_1000
CONTACTO CON Y EXPOSICIÓN A HEPATITIS VIRAL,2,13411.98,0.0,99.9623,8006,sample_1000
TÓRAX AZOTADO,9,1321615.12,0.0002,99.7815,6293,sample_1000
TRASTORNOS DEL OIDO EXTERNO EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,2,4844.93,0.0,99.9623,8170,sample_1000
GRANULOMA Y LESIONES SEMEJANTES DE LA MUCOSA BUCAL,9,140991.9,0.0002,99.7709,6240,sample_1000
OFTALMOPLEJÍA INTERNUCLEAR,4,223035.72,0.0001,99.9079,7363,sample_1000
"COCCIDIOIDOMICOSIS, NO ESPECIFICADA",6,309360.36000000004,0.0001,99.8556,6840,sample_1000
ASISTENCIA Y AJUSTE DE DISPOSITIVOS DE ACCESO VASCULAR,7,45217.71,0.0001,99.8357,6641,sample_1000
OTROS TRASTORNOS NEURÓTICOS ESPECIFICADOS,2,4472.15,0.0,99.9623,7950,sample_1000
"OTRAS COMPLICACIONES DEL TRABAJO DE PARTO Y DEL PARTO, NO CLASIFICADAS EN OTRA PARTE",3,71900.01,0.0001,99.9336,7620,sample_1000
PLEURESÍA,7,186487.8,0.0001,99.8282,6566,sample_1000
SHIGELOSIS DEBIDA A SHIGELLA SONNEI,5,77480.63,0.0001,99.8657,6941,sample_1000
OTRAS ANORMALIDADES DE LAS PROTEINAS PLASMATICAS,2,26880.33,0.0,99.9623,8359,sample_1000
SÍFILIS PRIMARIA EN OTROS SITIOS,5,234712.5,0.0001,99.8658,6942,sample_1000
"OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON OBJETO FIJO O ESTACIONADO, PASAJERO LESIONADO EN ACCIDENTE DE TRÁNSITO",9,722160.4,0.0002,99.7673,6222,sample_1000
LABIO LEPORINO,8,311318.51,0.0002,99.8079,6425,sample_1000
"HEPATOMEGALIA , NO CLASIFICADA EN OTRA PARTE",4,24870.42,0.0001,99.9029,7313,sample_1000
TRAUMATISMO POR APLASTAMIENTO DE LA CADERA Y DEL MUSLO,2,25447.4,0.0,99.9623,8317,sample_1000
OTROS HALLAZGOS ANORMALES EN DIAGNÓSTICO POR IMAGEN DEL SISTEMA NERVIOSO CENTRAL,3,474880.76,0.0001,99.9309,7593,sample_1000
"ENFERMEDADES REUMATICAS DEL ENDOCARDIO, VALVULA NO ESPECIFICADA",2,80298.0,0.0,99.9623,7960,sample_1000
SECUELAS DE TUBERCULOSIS GENITOURINARIA,6,63234.0,0.0001,99.8594,6878,sample_1000
OTROS ORIFICIOS ARTIFICIALES DE LAS VÍAS URINARIAS,3,147417.08,0.0001,99.9601,7885,sample_1000
AMPUTACIÓN TRAUMÁTICA A NIVEL DEL CUELLO,3,111030.79,0.0001,99.9527,7811,sample_1000
"MOSAICO 45, X/46,XX O XY",3,43078.95,0.0001,99.9516,7800,sample_1000
FÍSTULA ARTICULAR,5,1950633.25,0.0001,99.8844,7128,sample_1000
QUEMADURA Y CORROSION LIMITADA AL OJO Y SUS ANEXOS,9,48929.82,0.0002,99.7843,6307,sample_1000
"ENVENENAMIENTO POR PSICOTROPICOS, NO CLASIFICADOS EN OTRA PARTE: ANTIDEPRESIVOS TRICICLICOS Y TETRACICLICOS",2,34094.31,0.0,99.9623,7965,sample_1000
CONTACTO CON Y EXPOSICIÓN AL VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH],3,26225.46,0.0001,99.9517,7801,sample_1000
"CONTACTO TRAUMÁTICO CON OTROS ARTRÓPODOS VENENOSOS, VIVIENDA",9,834297.87,0.0002,99.7755,6263,sample_1000
ENVENENAMIENTO POR OTRAS HORMONAS Y SUSTITUTOS SINTÉTICOS Y LOS NO ESPECIFICADOS,7,23892.76,0.0001,99.8224,6508,sample_1000
PANCREATITIS POR PAROTIDITIS (K87.1*),2,63973.21,0.0,99.9623,8132,sample_1000
"DEFORMIDAD ADQUIRIDA DEL SISTEMA OSTEOMUSCULAR, NO ESPECIFICADA",10,636670.23,0.0002,99.7309,6040,sample_1000
"TRASTORNO POR TIC, NO ESPECIFICADO",3,6579.46,0.0001,99.949,7774,sample_1000
"MARCAS RESIDUALES EN LA PIEL, DE HEMORROIDES",3,37693.95,0.0001,99.9264,7548,sample_1000
"RUPTURA PREMATURA DE LAS MEMBRANAS, TRABAJO DE PARTO RETRASADO POR LA TERAPÉUTICA",9,563590.3,0.0002,99.7687,6229,sample_1000
DIENTES SUPERNUMERARIOS,9,105660.17,0.0002,99.7725,6248,sample_1000
OTRAS ANEMIAS POR DEFICIENCIA DE VITAMINA B12,9,105349.41,0.0002,99.7643,6207,sample_1000
AMNESIA DISOCIATIVA,9,66480.57,0.0002,99.7649,6210,sample_1000
ATENCIÓN DE COLOSTOMÍA,8,832209.07,0.0002,99.8177,6474,sample_1000
MIOGLOBINURIA,2,57506.92,0.0,99.9623,7933,sample_1000
INFECCION ANOGENITAL DEBIDA A VIRUS DEL HERPES [HERPES SIMPLE],8,141844.71,0.0002,99.7951,6361,sample_1000
LEPTOSPIROSIS,3,99987.9,0.0001,99.9506,7790,sample_1000
"QUEMADURA Y CORROSION DE LA CADERA Y MIEMBRO INFERIOR, EXCEPTO TOBILLO Y PIE",7,453957.06,0.0001,99.8363,6647,sample_1000
"VÓMITOS DEL EMBARAZO, NO ESPECIFICADOS",5,87106.45,0.0001,99.8897,7181,sample_1000
TRAUMATISMO DEL HÍGADO Y DE LA VESÍCULA BILIAR,8,513914.3,0.0002,99.8071,6421,sample_1000
EFECTOS ADVERSOS DE CEFALOSPORINAS Y OTROS ANTIBIO,2,749209.8099999999,0.0,99.9623,8318,sample_1000
CISTITIS POR IRRADIACIÓN,5,196749.77,0.0001,99.8791,7075,sample_1000
FECUNDACIÓN IN VITRO,9,285686.35,0.0002,99.7759,6265,sample_1000
NEUMOCONIOSIS DEBIDA A OTROS POLVOS QUE CONTIENEN SÍLICE,4,26465.22,0.0001,99.903,7314,sample_1000
QUISTE CONGÉNITO DEL MEDIASTINO,3,317604.1,0.0001,99.9554,7838,sample_1000
OTROS AHOGAMIENTOS Y SUMERSIONES ESPECIFICADOS,2,118026.25,0.0,99.9623,8288,sample_1000
TUMOR MALIGNO DE OTROS OGANOS URINARIOS Y DE LOS NO ESPECIFICADOS,7,127771.34,0.0001,99.8369,6653,sample_1000
"ENFERMEDAD DEL TIMO, NO ESPECIFICADA",5,96605.06,0.0001,99.8817,7101,sample_1000
ARTROPATIA EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE,7,373078.26,0.0001,99.8205,6489,sample_1000
TRAUMATISMO DE NERVIO NO ESPECIFICADO DEL TÓRAX,5,126897.71,0.0001,99.8676,6960,sample_1000
ANEURISMA DE SITIO NO ESPECIFICADO,9,2458510.72,0.0002,99.7769,6270,sample_1000
COLOBOMA DEL IRIS,4,125234.88,0.0001,99.913,7414,sample_1000
OTRAS ANEMIAS NUTRICIONALES,2,24757.36,0.0,99.9623,7929,sample_1000
REOVIRUS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPÍTULOS,3,17830.7,0.0001,99.9584,7868,sample_1000
ATROFIA DE LA MAMA,10,67284.48,0.0002,99.7389,6080,sample_1000
SEPSIS ESTREPTOCOCICA,2,3226.07,0.0,99.9623,8243,sample_1000
ESTENOSIS SUBGLÓTICA CONGÉNITA,3,375165.61,0.0001,99.9377,7661,sample_1000
CARDIOMIOPATÍA EN ENFERMEDADES METABÓLICAS,6,85114.11,0.0001,99.8608,6892,sample_1000
LECTURA DE PRESIÓN BAJA NO ESPECÍFICA,3,34018.51,0.0001,99.948,7764,sample_1000
GASTRITIS ALCOHÓLICA,4,26908.4,0.0001,99.9006,7290,sample_1000
TUMOR MALIGNO SECUNDARIO DEL MEDIASTINO,4,238408.98,0.0001,99.8922,7206,sample_1000
AMPUTACIÓN TRAUMÁTICA A NIVEL DEL CODO,10,2756147.24,0.0002,99.7443,6107,sample_1000
RUPTURA ARTERIAL,5,1798762.4,0.0001,99.8794,7078,sample_1000
AUSENCIA ADQUIRIDA DE MAMA(S),2,5617.13,0.0,99.9623,8411,sample_1000
SEPTICEMIA DEBIDA A OTROS ORGANISMOS GRAMNEGATIVOS,3,16503.46,0.0001,99.9259,7543,sample_1000
"TRASTORNO AFECTIVO BIPOLAR, EPISODIO DEPRESIVO GRAVE PRESENTE CON SÍNTOMAS PSICÓTICOS",2,337587.12,0.0,99.9623,8063,sample_1000
RETRACCIÓN DEL PEZÓN ASOCIADA CON EL PARTO,7,63187.23,0.0001,99.8257,6541,sample_1000
PROLONGACIÓN DEL PRIMER PERÍODO (DEL TRABAJO DE PARTO),2,6990.96,0.0,99.9623,8218,sample_1000
"SÍNDROME NEFRÍTICO NO ESPECIFICADO, GLOMERULONEFRITIS PROLIFERATIVA ENDOCAPILAR DIFUSA",2,209514.0,0.0,99.9623,8134,sample_1000
"TROMBOSIS INTRACARDÍACA, NO CLASIFICADA EN OTRA PARTE",5,3681028.05,0.0001,99.8865,7149,sample_1000
OTROS EFECTOS DE LA REDUCCION DE LA TEMPERATURA,2,33660.69,0.0,99.9623,8340,sample_1000
"INFECCIÓN Y REACCIÓN INFLAMATORIA DEBIDAS A OTROS DISPOSITIVOS PROTÉSICOS, IMPLANTES E INJERTOS INTERNOS",2,39449.45,0.0,99.9623,8089,sample_1000
"AHOGAMIENTO Y SUMERSIÓN, DE INTENCIÓN NO DETERMINADA, INSTITUCIÓN RESIDENCIAL",2,381487.29,0.0,99.9623,8044,sample_1000
DISTROFIA COROIDEA HEREDITARIA,7,216825.81,0.0001,99.8292,6576,sample_1000
ANEMIA DEBIDA A DEFICIENCIA DE GLUCOSA-6-FOSFATO DESHIDROGENASA [G6FD],6,957254.4,0.0001,99.8492,6776,sample_1000
ESTADO DE MAL EPILÉPTICO DE TIPO NO ESPECIFICADO,7,1154862.15,0.0001,99.8212,6496,sample_1000
"PLEURESÍA TUBERCULOSA, SIN MENCIÓN DE CONFIRMACIÓN BACTERIOLÓGICA O HISTOLÓGICA",8,1211927.87,0.0002,99.7959,6365,sample_1000
ESTENOSIS CON INSUFICIENCIA NO REUMÁTICA (DE LA VÁLVULA) TRICÚSPIDE,9,1391920.91,0.0002,99.7809,6290,sample_1000
SINDROME DE EDWARDS Y SINDROME DE PATAU,2,70821.23,0.0,99.9623,8384,sample_1000
OTROS ESTAFILOCOCOS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPÍTULOS,4,71133.42,0.0001,99.9175,7459,sample_1000
"INFECCIONES RESPIRATORIAS, NO CLASIFICADAS EN OTRO SITIO",3,57430.77,0.0001,99.9491,7775,sample_1000
ENVENENAMIENTO POR OTRAS DROGAS ANTIIFLAMATORIAS NO ESTEROIDEAS [DAINE],2,35856.67,0.0,99.9623,8407,sample_1000
AUSENCIA DEL IRIS,4,29328.29,0.0001,99.9182,7466,sample_1000
"AGRESIÓN CON DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLÓGICAS, VIVIENDA",2,31052.3,0.0,99.9623,8197,sample_1000
PARTO DE FETO VIABLE EN EMBARAZO ABDOMINAL,5,118257.31,0.0001,99.8873,7157,sample_1000
"VÍCTIMA DE ERUPCIÓN VOLCÁNICA, VIVIENDA",4,231034.91,0.0001,99.8947,7231,sample_1000
OTROS TRASTORNOS DE LOS MOVIMIENTOS BINOCULARES,3,105296.47,0.0001,99.935,7634,sample_1000
"EFECTO TOXICO DE GASES, HUMOS Y VAPORES: OXIDOS DE NITROGENO",8,197716.76,0.0002,99.7935,6353,sample_1000
PARÁLISIS DE ERB DEBIDA A TRAUMATISMO DEL NACIMIENTO,2,13050.98,0.0,99.9623,8222,sample_1000
EFECTO TOXICO DE SUSTANCIAS CORROSIVAS: ALCALIS CAUSTICOS Y SUSTANCIAS ALCALINAS SIMILARES,6,869483.36,0.0001,99.8568,6852,sample_1000
RUBÉOLA CON OTRAS COMPLICACIONES,4,155719.30000000002,0.0001,99.9101,7385,sample_1000
"PEQUEÐO MAL, NO ESPECIFICADO (SIN ATAQUE DE GRAN MAL)",5,87702.95,0.0001,99.8798,7082,sample_1000
EFECTO TÓXICO DEL CONTACTO CON OTROS ANIMALES MARINOS,3,11289.09,0.0001,99.932,7604,sample_1000
ENFERMEDAD POR DESCOMPRESIÓN [DE LOS CAJONES SUMERGIDOS],5,1980694.63,0.0001,99.884,7124,sample_1000
EFECTO TOXICO DEL CONTACTO CON ANIMALES VENENOSOS: VENENO DE OTROS ARTROPODOS,6,37721.85,0.0001,99.86,6884,sample_1000
OTROS TRASTORNOS HIPERCINÉTICOS,6,48293.14,0.0001,99.8517,6801,sample_1000
"OTROS INTENTOS FALLIDOS DE ABORTO Y LOS NO ESPECIFICADOS, COMPLICADOS POR EMBOLIA",4,39777.19,0.0001,99.8935,7219,sample_1000
PARO RESPIRATORIO,3,369253.06,0.0001,99.9427,7711,sample_1000
"OTRAS ENFERMEDADES DE LA SANGRE Y ÓRGANOS HEMATOPOYÉTICOS Y CIERTOS TRASTORNOS QUE AFECTAN EL SISTEMA INMUNITARIO CUANDO COMPLICAN EL EMBARAZO, EL PARTO Y PUERPERIO",8,261826.68,0.0002,99.7973,6372,sample_1000
"NEFROPATÍA TÓXICA, NO CLASIFICADA EN OTRA PARTE",39,1742213.82,0.0008,98.7979,4006,sample_1000
RETENCIÓN INTRAOCULAR DE CUERPO EXTRAÑO NO MAGNÉTICO (ANTIGUO),44,1018689.61,0.0009,98.615,3795,sample_1000
"SEPTICEMIA, NO ESPECIFICADA",17,3860499.79,0.0004,99.5064,5266,sample_1000
"MALFORMACIÓN CONGÉNITA DE LAS GRANDES VENAS, NO ESPECIFICADA",15,307690.78,0.0003,99.5929,5530,sample_1000
INFECCIÓN DEBIDA A ESCHERICHIA COLI ENTEROINVASIVA,26,629515.23,0.0006,99.2227,4632,sample_1000
CONTACTO TRAUMATICO CON ESCORPION,11,59858.77,0.0002,99.7187,5979,sample_1000
NEUMONITIS DEBIDAS A HIPERSENSIBILIDAD A OTROS POLVOS ORGÁNICOS,43,633229.73,0.0009,98.6645,3850,sample_1000
"TUMOR MALIGNO DE LOS NERVIOS PERIFÉRICOS DE LA CABEZA, CARA Y CUELLO",19,1783906.57,0.0004,99.4304,5076,sample_1000
"TRASTORNO DEL METABOLISMO DE LOS AMINOÁCIDOS, NO ESPECIFICADO",19,326448.51,0.0004,99.4548,5137,sample_1000
"ENFERMEDAD DE MÚLTIPLES VÁLVULAS, NO ESPECIFICADA",13,2738322.12,0.0003,99.6418,5693,sample_1000
HIPERPIGMENTACIÓN POSTINFLAMATORIA,33,290362.37,0.0007,98.9729,4239,sample_1000
ÍLEO POR CÁLCULO BILIAR,13,1053900.6,0.0003,99.6502,5721,sample_1000
DEFORMIDADES CONGENITAS DE LA CADERA,36,2318754.0700000003,0.0008,98.8923,4124,sample_1000
HALLAZGOS INMUNOLÓGICOS ANORMALES NO ESPECIFICADOS EN SUERO,11,418514.24,0.0002,99.7197,5984,sample_1000
"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A OTROS PRODUCTOS QUIMICOS Y SUSTAN",16,1297722.86,0.0003,99.5428,5363,sample_1000
LARINGOTRAQUEÍTIS CRÓNICA,47,584144.52,0.001,98.5276,3707,sample_1000
TRIGONITIS,12,317228.35,0.0003,99.685,5837,sample_1000
TRASTORNOS DEL METABOLISMO DE LOS AMINOÁCIDOS AZUFRADOS,21,773621.38,0.0004,99.3896,4974,sample_1000
"GOLPE CONTRA O GOLPEADO POR EQUIPO PARA DEPORTES, OTRO LUGAR ESPECIFICADO",16,1126066.06,0.0003,99.5419,5360,sample_1000
ENFERMEDAD POR VIRUS CHIKUNGUNYA,31,1083915.1,0.0007,99.0436,4340,sample_1000
TRAUMATISMO DE TENDONES Y MÚSCULOS DE REGIÓN NO ESPECIFICADA DEL CUERPO,15,430949.46,0.0003,99.5755,5472,sample_1000
ENFERMEDADES DE LAS GLANDULAS SALIVALES,14,419162.28,0.0003,99.6055,5572,sample_1000
ATAXIA CONGÉNITA NO PROGRESIVA,26,1910974.79,0.0006,99.2095,4610,sample_1000
TUMOR MALIGNO DE OTROS TEJIDOS CONJUNTIVOS Y DE TEJIDOS BLANDOS,45,4370104.49,0.001,98.6046,3784,sample_1000
"HEPATITIS AGUDA TIPO B, CON AGENTE DELTA (COINFECCIÓN), SIN COMA HEPÁTICO",16,1243652.46,0.0003,99.5383,5348,sample_1000
"HIPOPLASIA RENAL, NO ESPECIFICADA",36,2539943.65,0.0008,98.8587,4082,sample_1000
"DERMATOPOLIMIOSITIS, NO ESPECIFICADA",46,2341237.74,0.001,98.5506,3730,sample_1000
OTRAS ENFERMEDADES NEONATALES INFECCIOSAS O PARASITARIAS ESPECIFICADAS,24,2121432.96,0.0005,99.2751,4733,sample_1000
FRACTURAS QUE AFECTAN MÚLTIPLES REGIONES DE AMBOS MIEMBROS INFERIORES,12,1289801.15,0.0003,99.6796,5819,sample_1000
PROTEINURIA AISLADA,19,290705.93,0.0004,99.4476,5119,sample_1000
OTROS TIPOS DE ENFERMEDAD DE HODGKIN,13,1886641.33,0.0003,99.6388,5683,sample_1000
ESTENOSIS CONGÉNITA DE LA VÁLVULA PULMONAR,48,6639468.08,0.001,98.4726,3652,sample_1000
TRASTORNOS TRANSITORIOS DEL METABOLISMO DE LOS CARBOHIDRATOS ESPECIFICOS DEL FETO Y DEL RECIEN NACIDO,22,496381.54,0.0005,99.3651,4913,sample_1000
"TUMOR MALIGNO SECUNDARIO, SITIO NO ESPECIFICADO",26,19275688.61,0.0006,99.2113,4613,sample_1000
PERSONA LESIONADA POR COLISIÓN ENTRE AUTOMÓVIL Y AUTOBÚS (TRÁNSITO),11,626181.29,0.0002,99.7245,6008,sample_1000
ERITEMA MULTIFORME FLICTENULAR,21,1577744.41,0.0004,99.396,4990,sample_1000
ENFERMEDAD RENAL HIPERTENSIVA,21,1623119.45,0.0004,99.3732,4933,sample_1000
SECUELAS DE INFARTO CEREBRAL,21,1115546.0,0.0004,99.3948,4987,sample_1000
OTRAS DEFICIENCIAS NUTRICIONALES ESPECIFICADAS,17,50465.81,0.0004,99.528,5320,sample_1000
SÍNDROME DE INTESTINO IRRITABLE CON HÁBITOS INTESTINALES MIXTOS [IBS-M],33,217365.04,0.0007,98.9722,4238,sample_1000
DESPRENDIMIENTO PREMATURO DE LA PLACENTA CON DEFECTO DE LA COAGULACIÓN,29,1159735.29,0.0006,99.1327,4482,sample_1000
TRASTORNOS DEL METABOLISMO DEL PIRUVATO Y DE LA GLUCONEOGÉNESIS,23,149405.13,0.0005,99.3176,4818,sample_1000
"MOTOCICLISTA NO ESPECIFICADO LESIONADO POR COLISIÓN CON OTROS VEHÍCULOS DE MOTOR, Y CON LOS NO ESPECIFICADOS, EN ACCIDENTE NO DE TRÁNSITO",15,958512.41,0.0003,99.5794,5485,sample_1000
TUMOR MALIGNO DE LA PLEURA,45,9565391.46,0.001,98.5896,3769,sample_1000
OTROS TRASTORNOS DEL SISTEMA NERVIOSO AUTÓNOMO EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE,19,436506.03,0.0004,99.4504,5126,sample_1000
VÁRICES GÁSTRICAS,15,481981.29,0.0003,99.601,5557,sample_1000
LESIÓN DE SITIOS CONTIGUOS DE LOS HUESOS Y DE LOS CARTÍLAGOS ARTICULARES DE LOS MIEMBROS,39,2327398.84,0.0008,98.7963,4004,sample_1000
"AUSENCIA, ATRESIA Y ESTENOSIS CONGÉNITA DEL INTESTINO DELGADO, PARTE NO ESPECIFICADA",29,9151871.62,0.0006,99.1249,4469,sample_1000
POLINEUROPATÍA EN OTROS TRASTORNOS OSTEOMUSCULARES,12,17053539.02,0.0003,99.6922,5861,sample_1000
OTRAS OPACIDADES CENTRALES DE LA CÓRNEA,33,973180.63,0.0007,98.9981,4275,sample_1000
OTROS HALLAZGOS ANORMALES EN LA ORINA Y LOS NO ESPECIFICADOS,18,394943.79,0.0004,99.4584,5146,sample_1000
OTRAS AFECCIONES HEMORRÁGICAS ESPECIFICADAS,34,2069587.76,0.0007,98.9638,4226,sample_1000
MIOCLONÍA,38,5497651.43,0.0008,98.8243,4039,sample_1000
"PARASITOSIS INTESTINAL, SIN OTRA ESPECIFICACION",16,79796.61,0.0003,99.5377,5346,sample_1000
"TUMOR BENIGNO DEL SISTEMA NERVIOSO CENTRAL, SITIO NO ESPECIFICADO",20,6182256.0600000005,0.0004,99.3992,4998,sample_1000
"DISFUNCION NEUROMUSCULAR DE LA VEJIGA, NO CLASIFICADA EN OTRA PARTE",38,1434373.3,0.0008,98.8259,4041,sample_1000
"MALABSORCIÓN DEBIDA A INTOLERANCIA, NO CLASIFICADA EN OTRA PARTE",34,468212.09,0.0007,98.9575,4217,sample_1000
"TRASTORNOS TUBERCULOSOS DEL INTESTINO, PERITONEO Y GANGLIOS MESENTÉRICOS",19,1038529.55,0.0004,99.4272,5068,sample_1000
"DERMATITIS DE CONTACTO, FORMA NO ESPECIFICADA, DEBIDA A COSMÉTICOS",21,172813.31,0.0004,99.3904,4976,sample_1000
"TRASTORNOS DE LA VESICULA BILIAR, DE LAS VIAS BILIARES Y DEL PANCREAS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE",36,2973341.07,0.0008,98.8915,4123,sample_1000
